z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
58,63,121Ce,0,1.1,s,0.1,εp,1,,-1.11E+4,6.41E+2
58,63,121Ce,0,1.1,s,0.1,ε+β+,100,,-1.11E+4,6.41E+2
58,64,122Ce,0,,,,ε+β+,100,,-1.30E+4,6.41E+2
58,64,122Ce,0,,,,εp,,,-1.30E+4,6.41E+2
58,69,127Ce,0,34,s,2,ε+β+,100,,-7.43E+3,1.98E+2
58,69,127Ce,0.0073,28.6,s,0.7,EC+B+,100,,-7.43E+3,1.98E+2
58,65,123Ce,0,3.8,s,0.2,εp,,,-1.00E+4,4.99E+2
58,65,123Ce,0,3.8,s,0.2,ε+β+,100,,-1.00E+4,4.99E+2
58,66,124Ce,0,9.1,s,2.3,ε+β+,100,,-1.17E+4,4.99E+2
58,67,125Ce,0,9.7,s,0.3,ε+β+,100,,-8.58E+3,3.58E+2
58,67,125Ce,0,9.7,s,0.3,εp,,,-8.58E+3,3.58E+2
58,67,125Ce,0.0936,&asymp;3,s,,IT,100,,-8.58E+3,3.58E+2
58,68,126Ce,0,51,s,0.4,ε+β+,100,,-1.04E+4,1.98E+2
58,72,130Ce,0,22.9,m,0.5,ε+β+,100,,-8.24E+3,7.00E+1
58,73,131Ce,0,10.3,m,0.3,ε+β+,100,,-5.40E+3,5.54E+1
58,73,131Ce,0.06309000000000001,5,m,1,EC+B+,100,,-5.40E+3,5.54E+1
58,74,132Ce,0,3.51,h,0.11,ε+β+,100,,-7.24E+3,3.53E+1
58,75,133Ce,0,97,m,4,ε+β+,100,,-4.48E+3,2.05E+1
58,75,133Ce,0.037200000000000004,5.326,h,0.011,EC+B+,100,,-4.48E+3,2.05E+1
58,75,133Ce,0.037200000000000004,5.326,h,0.011,IT,,,-4.48E+3,2.05E+1
58,70,128Ce,0,4,m,0.1,ε+β+,100,,-9.20E+3,4.08E+1
58,71,129Ce,0,3.5,m,0.3,ε+β+,100,,-6.51E+3,4.08E+1
58,76,134Ce,0,3.22,d,0.04,ε,100,,-6.30E+3,2.87E+1
58,77,135Ce,0,17.7,h,0.2,ε+β+,100,,-3.68E+3,1.56E+1
58,77,135Ce,0.44581,20,s,1,IT,100,,-3.68E+3,1.56E+1
58,79,137Ce,0,9.11,h,0.03,ε+β+,100,,-2.71E+3,8.13
58,79,137Ce,0.25429,34.8,h,0.03,IT,99.23,0.02,-2.71E+3,8.13
58,79,137Ce,0.25429,34.8,h,0.03,EC+B+,0.77,0.02,-2.71E+3,8.13
58,83,141Ce,0,32.504,d,0.011,β⁻,100,,5.83E+2,1.17
58,85,143Ce,0,33.037,h,0.008,β⁻,100,,1.46E+3,1.86
58,86,144Ce,0,284.886,d,0.03,β⁻,100,,3.18E+2,8.32E-1
58,80,138Ce,2.12928,8.73,ms,0.2,IT,100,,-4.43E+3,1.00E+1
58,81,139Ce,0,137.64,d,0.02,ε,100,,-2.12E+3,2.99
58,81,139Ce,0.75424,57.58,s,0.32,IT,100,,-2.12E+3,2.99
58,87,145Ce,0,3.02,m,0.05,β⁻,100,,2.55E+3,3.36E+1
58,88,146Ce,0,13.22,m,0.09,β⁻,100,,1.04E+3,3.24E+1
58,89,147Ce,0,56.4,s,1.1,β⁻,100,,3.43E+3,1.55E+1
58,94,152Ce,0,1.42,s,0.02,β⁻,100,,4.77E+3,2.01E+2
58,95,153Ce,0,865,ms,25,β⁻,100,,6.65E+3,2.01E+2
58,95,153Ce,0,865,ms,25,β⁻n,,,6.65E+3,2.01E+2
58,96,154Ce,0,722,ms,14,β⁻,100,,5.64E+3,2.24E+2
58,96,154Ce,0,722,ms,14,β⁻n,,,5.64E+3,2.24E+2
58,97,155Ce,0,313,ms,7,β⁻,100,,7.63E+3,3.00E+2
58,97,155Ce,0,313,ms,7,β⁻n,,,7.63E+3,3.00E+2
58,90,148Ce,0,56.8,s,0.3,β⁻,100,,2.13E+3,1.25E+1
58,91,149Ce,0,5.2,s,0.3,β⁻,100,,4.36E+3,1.42E+1
58,92,150Ce,0,6.05,s,0.07,β⁻,100,,3.45E+3,1.42E+1
58,93,151Ce,0,1.74,s,0.05,β⁻,100,,5.55E+3,2.11E+1
58,98,156Ce,0,233,ms,9,β⁻,100,,6.63E+3,3.00E+2
58,98,156Ce,0,233,ms,9,β⁻n,,,6.63E+3,3.00E+2
58,99,157Ce,0,175,ms,41,β⁻,100,,8.50E+3,4.00E+2
58,99,157Ce,0,175,ms,41,β⁻n,,,8.50E+3,4.00E+2
59,100,159Pr,0,134,ms,43,β⁻,100,,8.95E+3,4.01E+2
59,100,159Pr,0,134,ms,43,β⁻n,,,8.95E+3,4.01E+2
59,101,160Pr,0,170,ms,140,β⁻,100,,1.05E+4,4.02E+2
59,101,160Pr,0,170,ms,140,β⁻n,,,1.05E+4,4.02E+2
59,101,160Pr,0,170,ms,140,β⁻2n,,,1.05E+4,4.02E+2
59,102,161Pr,0,,,,β⁻,100,,9.74E+3,6.40E+2
59,102,161Pr,0,,,,β⁻n,,,9.74E+3,6.40E+2
59,102,161Pr,0,,,,β⁻2n,,,9.74E+3,6.40E+2
59,85,144Pr,0,17.28,m,0.03,β⁻,100,,2.99E+3,2.40
59,85,144Pr,0.05903,7.2,m,0.3,B-,0.07,,2.99E+3,2.40
59,85,144Pr,0.05903,7.2,m,0.3,IT,99.93,,2.99E+3,2.40
59,84,143Pr,0,13.57,d,0.02,β⁻,100,,9.34E+2,1.36
59,87,146Pr,0,24.09,m,0.1,β⁻,100,,4.25E+3,3.43E+1
59,86,145Pr,0,5.982,h,0.009,β⁻,100,,1.80E+3,7.03
59,81,140Pr,0,3.39,m,0.01,ε+β+,100,,-4.28E+2,6.95
59,80,139Pr,0,4.41,h,0.04,ε+β+,100,,-2.81E+3,2.76E+1
59,83,142Pr,0,19.12,h,0.04,β⁻,99.9836,0.0008,2.16E+3,1.36
59,83,142Pr,0,19.12,h,0.04,ε,0.0164,0.0008,2.16E+3,1.36
59,83,142Pr,0.0036940000000000002,14.6,m,0.5,IT,100,,2.16E+3,1.36
59,89,148Pr,0,2.29,m,0.02,β⁻,100,,4.87E+3,1.50E+1
59,89,148Pr,0.0768,2.01,m,0.07,β⁻,64,10,4.87E+3,1.50E+1
59,89,148Pr,0.0768,2.01,m,0.07,IT,36,10,4.87E+3,1.50E+1
59,88,147Pr,0,13.35,m,0.1,β⁻,100,,2.70E+3,1.58E+1
59,90,149Pr,0,2.26,m,0.07,β⁻,100,,3.33E+3,1.00E+1
59,96,155Pr,0,1.47,s,3.0,β⁻,100,,6.86E+3,1.94E+1
59,96,155Pr,0,1.47,s,3.0,β⁻n,,,6.86E+3,1.94E+1
59,95,154Pr,0,2.3,s,0.09,β⁻,100,,7.72E+3,1.00E+2
59,95,154Pr,0,2.3,s,0.09,β⁻n,,,7.72E+3,1.00E+2
59,98,157Pr,0,295,ms,+29-11,β⁻,100,,8.05E+3,3.82
59,98,157Pr,0,295,ms,+29-11,β⁻n,,,8.05E+3,3.82
59,97,156Pr,0,444,ms,6,β⁻,100,,8.75E+3,1.65
59,97,156Pr,0,444,ms,6,β⁻n,,,8.75E+3,1.65
59,92,151Pr,0,18.9,s,0.07,β⁻,100,,4.16E+3,1.16E+1
59,91,150Pr,0,6.19,s,0.16,β⁻,100,,5.37E+3,9.06
59,94,153Pr,0,4.29,s,0.07,β⁻,100,,5.76E+3,1.21E+1
59,94,153Pr,0,4.29,s,0.07,β⁻n,,,5.76E+3,1.21E+1
59,93,152Pr,0,3.57,s,0.18,β⁻,100,,6.39E+3,3.07E+1
59,99,158Pr,0,181,ms,14,β⁻,100,,9.68E+3,3.00E+2
59,99,158Pr,0,181,ms,14,β⁻n,,,9.68E+3,3.00E+2
59,62,121Pr,0,10,ms,+6-3,p,100,,,
59,65,124Pr,0,1.2,s,0.2,εp,,,-8.32E+3,6.41E+2
59,65,124Pr,0,1.2,s,0.2,ε+β+,100,,-8.32E+3,6.41E+2
59,67,126Pr,0,3.12,s,0.18,ε+β+,100,,-6.94E+3,3.58E+2
59,67,126Pr,0,3.12,s,0.18,εp,,,-6.94E+3,3.58E+2
59,66,125Pr,0,3.3,s,0.7,ε+β+,100,,-1.00E+4,5.00E+2
59,66,125Pr,0,3.3,s,0.7,εp,,,-1.00E+4,5.00E+2
59,69,128Pr,0,2.8,s,0.1,εp,,,-5.80E+3,2.02E+2
59,69,128Pr,0,2.8,s,0.1,ε+β+,100,,-5.80E+3,2.02E+2
59,68,127Pr,0,4.2,s,0.3,ε+β+,100,,-8.63E+3,3.58E+2
59,68,127Pr,0,4.2,s,0.3,εp,,,-8.63E+3,3.58E+2
59,74,133Pr,0,6.5,m,0.3,ε+β+,100,,-5.60E+3,4.82E+1
59,74,133Pr,0.19212,1.1,s,0.2,IT,100,,-5.60E+3,4.82E+1
59,73,132Pr,0,1.6,m,0.3,ε+β+,100,,-3.80E+3,3.76E+1
59,76,135Pr,0,25.4,m,0.5,ε+β+,100,,-4.72E+3,2.24E+1
59,75,134Pr,0,17,m,2,ε+β+,100,,-2.88E+3,2.35E+1
59,75,134Pr,0.06770000000000001,&asymp;11,m,,EC+B+,100,,-2.88E+3,2.35E+1
59,70,129Pr,0,31,s,2,ε+β+,100,,-7.39E+3,2.04E+2
59,72,131Pr,0,1.49,m,0.02,ε+β+,100,,-6.53E+3,5.30E+1
59,72,131Pr,0.1524,5.7,s,0.2,IT,96.4,1.2,-6.53E+3,5.30E+1
59,72,131Pr,0.1524,5.7,s,0.2,EC+B+,3.6,1.2,-6.53E+3,5.30E+1
59,71,130Pr,0+X,40,s,0.4,ε+β+,100,,-4.57E+3,7.00E+1
59,71,130Pr,0+X,,,,EC+B+,,,-4.57E+3,7.00E+1
59,78,137Pr,0,1.28,h,0.03,ε+β+,100,,-3.61E+3,1.42E+1
59,77,136Pr,0,13.1,m,0.1,ε+β+,100,,-2.14E+3,1.64E+1
59,79,138Pr,0,1.45,m,0.04,ε+β+,100,,-1.11E+3,1.53E+1
59,79,138Pr,0.364,2.03,h,0.02,EC+B+,100,,-1.11E+3,1.53E+1
60,103,163Nd,0,,,,β⁻,100,,8.88E+3,6.40E+2
60,103,163Nd,0,,,,β⁻n,,,8.88E+3,6.40E+2
60,101,161Nd,0,215,ms,76,β⁻,100,,7.85E+3,4.00E+2
60,101,161Nd,0,215,ms,76,β⁻n,,,7.85E+3,4.00E+2
60,102,162Nd,0,310,ms,20,β⁻,100,,7.03E+3,5.00E+2
60,102,162Nd,0,310,ms,20,β⁻n,,,7.03E+3,5.00E+2
60,100,160Nd,0,439,ms,37,β⁻,100,,6.17E+3,4.66E+1
60,100,160Nd,0,439,ms,37,β⁻n,,,6.17E+3,4.66E+1
60,74,134Nd,0,8.5,m,1.5,ε+β+,100,,-8.88E+3,4.35E+1
60,73,133Nd,0,70,s,10,ε+β+,100,,-6.92E+3,6.85E+1
60,73,133Nd,0.12797,&asymp;70,s,,IT,,,-6.92E+3,6.85E+1
60,73,133Nd,0.12797,&asymp;70,s,,EC+B+,,,-6.92E+3,6.85E+1
60,72,132Nd,0,94,s,8,ε+β+,100,,-9.79E+3,1.51E+2
60,71,131Nd,0,25.4,s,0.9,εp,,,-7.99E+3,2.02E+2
60,71,131Nd,0,25.4,s,0.9,ε+β+,100,,-7.99E+3,2.02E+2
60,70,130Nd,0,21,s,3,ε+β+,100,,-1.11E+4,2.02E+2
60,79,139Nd,0,29.7,m,0.5,ε+β+,100,,-4.51E+3,2.58E+1
60,79,139Nd,0.23116,5.5,h,0.2,IT,13,1,-4.51E+3,2.58E+1
60,79,139Nd,0.23116,5.5,h,0.2,EC+B+,87,1,-4.51E+3,2.58E+1
60,78,138Nd,0,5.11,h,0.08,ε+β+,100,,-7.10E+3,1.60E+1
60,77,137Nd,0,38.5,m,1.5,ε+β+,100,,-5.51E+3,1.75E+1
60,77,137Nd,0.51943,1.6,s,0.15,IT,100,,-5.51E+3,1.75E+1
60,76,136Nd,0,50.65,m,0.33,ε+β+,100,,-8.02E+3,7.00E+1
60,75,135Nd,0,12.4,m,0.6,ε+β+,100,,-6.15E+3,8.50E+1
60,75,135Nd,0.06495000000000001,5.5,m,0.5,EC+B+,100,,-6.15E+3,8.50E+1
60,75,135Nd,0.06495000000000001,5.5,m,0.5,IT,,,-6.15E+3,8.50E+1
60,84,144Nd,0,2.29e+15,y,1.59e+14,ɑ,100,,-2.33E+3,2.64
60,81,141Nd,0,2.49,h,0.03,ε+β+,100,,-3.66E+3,1.43E+1
60,81,141Nd,0.75651,62,s,0.8,IT,99.95,,-3.66E+3,1.43E+1
60,81,141Nd,0.75651,62,s,0.8,EC+B+,0.05,,-3.66E+3,1.43E+1
60,80,140Nd,0,3.37,d,0.02,ε,100,,-6.04E+3,2.40E+1
60,89,149Nd,0,1.728,h,0.002,β⁻,100,,1.68E+3,2.45
60,87,147Nd,0,11.12,d,0.07,β⁻,100,,8.95E+2,5.66E-1
60,96,156Nd,0,5.27,s,0.23,β⁻,100,,3.96E+3,1.76
60,95,155Nd,0,8.9,s,0.2,β⁻,100,,4.65E+3,1.02E+1
60,94,154Nd,0,25.9,s,0.2,β⁻,100,,2.68E+3,2.50E+1
60,93,153Nd,0,31.6,s,1.0,β⁻,100,,3.31E+3,9.35
60,92,152Nd,0,11.4,m,0.2,β⁻,100,,1.10E+3,1.85E+1
60,91,151Nd,0,12.44,m,0.07,β⁻,100,,2.44E+3,4.47
60,90,150Nd,0,9.30e+18,y,7.00e+17,2β⁻,100,,-8.26E+1,2.00E+1
60,99,159Nd,0,485,ms,+39-20,β⁻,100,,6.83E+3,3.14E+1
60,99,159Nd,0,485,ms,+39-20,β⁻n,,,6.83E+3,3.14E+1
60,98,158Nd,0,820,ms,+15-36,β⁻,100,,5.27E+3,1.57
60,98,158Nd,0,820,ms,+15-36,β⁻n,,,5.27E+3,1.57
60,97,157Nd,0,1.16,s,0.02,β⁻,100,,5.80E+3,7.32
60,69,129Nd,0,6.7,s,0.4,εp,,,-9.19E+3,3.62E+2
60,69,129Nd,0,6.7,s,0.4,ε+β+,100,,-9.19E+3,3.62E+2
60,69,129Nd,0+X,2.6,s,0.4,EC+B+,,,-9.19E+3,3.62E+2
60,69,129Nd,0+X,2.6,s,0.4,IT,,,-9.19E+3,3.62E+2
60,69,129Nd,0+X,2.6,s,0.4,ECp,,,-9.19E+3,3.62E+2
60,68,128Nd,0,4,s,2,ε+β+,100,,-1.23E+4,3.61E+2
60,68,128Nd,0,4,s,2,εp,,,-1.23E+4,3.61E+2
60,67,127Nd,0,1.8,s,0.4,ε+β+,100,,-1.06E+4,5.00E+2
60,67,127Nd,0,1.8,s,0.4,εp,,,-1.06E+4,5.00E+2
60,66,126Nd,0,,,,ε+β+,100,,-1.36E+4,5.83E+2
60,66,126Nd,0,,,,εp,,,-1.36E+4,5.83E+2
60,65,125Nd,0,0.65,s,0.15,εp,,,,
60,65,125Nd,0,0.65,s,0.15,ε+β+,100,,,
61,69,130Pm,0,2.6,s,0.2,ε+β+,100,,-7.77E+3,4.47E+2
61,69,130Pm,0,2.6,s,0.2,εp,,,-7.77E+3,4.47E+2
61,68,129Pm,0,2.4,s,0.9,ε+β+,100,,-1.08E+4,5.83E+2
61,68,129Pm,0,2.4,s,0.9,εp,,,-1.08E+4,5.83E+2
61,68,129Pm,0,2.4,s,0.9,p,,,-1.08E+4,5.83E+2
61,67,128Pm,0,1,s,0.3,ε+β+,100,,-9.07E+3,5.83E+2
61,67,128Pm,0,1,s,0.3,εp,,,-9.07E+3,5.83E+2
61,75,136Pm,0,107,s,6,ε+β+,100,,-4.35E+3,7.01E+1
61,75,136Pm,0.28,5,m,0.8333333333333334,EC+B+,100,,-4.35E+3,7.01E+1
61,74,135Pm,0+X,49,s,3,ε+β+,100,,-7.20E+3,1.75E+2
61,74,135Pm,0+X,45,s,+4-5,EC+B+,100,,-7.20E+3,1.75E+2
61,73,134Pm,0,&asymp;5,s,,ε+β+,100,,-5.38E+3,2.00E+2
61,73,134Pm,0+X,24,s,1,EC+B+,100,,-5.38E+3,2.00E+2
61,72,133Pm,0,14,s,2,ε+β+,100,,-8.17E+3,3.02E+2
61,72,133Pm,0.12969999999999998,8.8,s,<,IT,,,-8.17E+3,3.02E+2
61,72,133Pm,0.12969999999999998,8.8,s,<,EC+B+,,,-8.17E+3,3.02E+2
61,71,132Pm,0,6.9,s,1.9,εp,0.00005,,-6.48E+3,3.35E+2
61,71,132Pm,0,6.9,s,1.9,ε+β+,100,,-6.48E+3,3.35E+2
61,70,131Pm,0,6.3,s,0.8,ε+β+,100,,-9.49E+3,4.47E+2
61,79,140Pm,0,9.2,s,0.2,ε+β+,100,,-2.75E+3,2.72E+1
61,79,140Pm,0.431,5.84,m,0.09,EC+B+,100,,-2.75E+3,2.72E+1
61,78,139Pm,0,4.14,m,0.05,ε+β+,100,,-5.12E+3,1.74E+1
61,78,139Pm,0.18869999999999998,180,ms,20,IT,100,,-5.12E+3,1.74E+1
61,77,138Pm,0,3.25,m,0.05,ε+β+,100,,-3.41E+3,1.65E+1
61,76,137Pm,0,,,,ε+β+,100,,-6.08E+3,3.14E+1
61,76,137Pm,0.16,2.4,m,0.1,EC+B+,100,,-6.08E+3,3.14E+1
61,86,147Pm,0,2.62344,y,0.00022,β⁻,100,,2.24E+2,2.94E-1
61,85,146Pm,0,5.53,y,0.05,β⁻,34.3,1.5,1.54E+3,3.00
61,85,146Pm,0,5.53,y,0.05,ε,65.7,1.5,1.54E+3,3.00
61,84,145Pm,0,17.7,y,0.4,ɑ,2.8e-7,,-6.16E+2,2.53
61,84,145Pm,0,17.7,y,0.4,ε,100,,-6.16E+2,2.53
61,83,144Pm,0,363,d,14,ε,100,,5.49E+2,2.66
61,82,143Pm,0,265,d,7,ε+β+,100,,-3.44E+3,3.56
61,81,142Pm,0,40.5,s,0.4,ε+β+,100,,-2.15E+3,2.36E+1
61,80,141Pm,0,20.9,m,0.05,ε+β+,100,,-4.58E+3,1.63E+1
61,89,150Pm,0,2.698,h,0.015,β⁻,100,,3.45E+3,2.00E+1
61,88,149Pm,0,53.08,h,0.05,β⁻,100,,1.07E+3,1.87
61,87,148Pm,0,5.368,d,0.007,β⁻,100,,2.47E+3,5.64
61,87,148Pm,0.1379,41.29,d,0.11,B-,95.8,0.6,2.47E+3,5.64
61,87,148Pm,0.1379,41.29,d,0.11,IT,4.2,0.6,2.47E+3,5.64
61,97,158Pm,0,4.8,s,0.5,β⁻,100,,6.14E+3,4.86
61,96,157Pm,0,10.56,s,0.1,β⁻,100,,4.38E+3,8.26
61,95,156Pm,0,27.8,s,0.8,β⁻,100,,5.19E+3,8.60
61,95,156Pm,0.15030000000000002,5,s,<,B-,2,,5.19E+3,8.60
61,95,156Pm,0.15030000000000002,5,s,<,IT,98,,5.19E+3,8.60
61,94,155Pm,0,41.5,s,0.2,β⁻,100,,3.25E+3,4.90
61,93,154Pm,0,2.68,m,0.07,β⁻,100,,4.18E+3,2.50E+1
61,93,154Pm,0.198,1.7,m,0.1,B-,100,,4.18E+3,2.50E+1
61,92,153Pm,0,5.25,m,0.02,β⁻,100,,1.91E+3,9.08
61,91,152Pm,0,4.1,m,0.1,β⁻,100,,3.50E+3,2.58E+1
61,91,152Pm,0.15,7.52,m,0.07,B-,100,,3.50E+3,2.58E+1
61,91,152Pm,0+X,15,m,1,B-,100,,3.50E+3,2.58E+1
61,91,152Pm,0+X,15,m,1,IT,,,3.50E+3,2.58E+1
61,90,151Pm,0,28.4,h,0.04,β⁻,100,,1.19E+3,4.47
61,99,160Pm,0,0.725,s,0.057,β⁻,100,,7.33E+3,2.83
61,99,160Pm,0,0.725,s,0.057,β⁻n,0.1,,7.33E+3,2.83
61,99,160Pm,0.191,700,ms,>,B-,,,7.33E+3,2.83
61,99,160Pm,0.191,700,ms,>,IT,,,7.33E+3,2.83
61,98,159Pm,0,1.634,s,0.04,β⁻,100,,5.65E+3,1.16E+1
61,98,159Pm,0,1.634,s,0.04,β⁻n,0.6,,5.65E+3,1.16E+1
61,104,165Pm,0,0.297,s,+0.111-0.101,β⁻,100,,8.84E+3,6.40E+2
61,104,165Pm,0,0.297,s,+0.111-0.101,β⁻n,13.3,6.2,8.84E+3,6.40E+2
61,100,161Pm,0,730,ms,+43-33,β⁻,100,,6.58E+3,1.13E+1
61,100,161Pm,0,730,ms,+43-33,β⁻n,1.09,0.11,6.58E+3,1.13E+1
61,101,162Pm,0,474,ms,+37-23,β⁻,100,,8.33E+3,3.00E+2
61,101,162Pm,0,474,ms,+37-23,β⁻n,1.79,0.19,8.33E+3,3.00E+2
61,102,163Pm,0,363,ms,+42-30,β⁻,100,,7.64E+3,4.00E+2
61,102,163Pm,0,363,ms,+42-30,β⁻n,5,0.74,7.64E+3,4.00E+2
61,103,164Pm,0,280,ms,+38-33,β⁻,100,,9.56E+3,4.00E+2
61,103,164Pm,0,280,ms,+38-33,β⁻n,6.2,1.8,9.56E+3,4.00E+2
62,67,129Sm,0,0.55,s,0.1,εp,,,,
62,67,129Sm,0,0.55,s,0.1,ε+β+,100,,,
62,68,130Sm,0,,,,ε+β+,,,-1.41E+4,6.71E+2
62,69,131Sm,0,1.2,s,0.2,εp,,,-1.08E+4,5.65E+2
62,69,131Sm,0,1.2,s,0.2,ε+β+,100,,-1.08E+4,5.65E+2
62,77,139Sm,0,2.57,m,0.09,ε+β+,100,,-6.98E+3,1.70E+1
62,77,139Sm,0.45738,10.7,s,0.6,IT,93.7,0.5,-6.98E+3,1.70E+1
62,77,139Sm,0.45738,10.7,s,0.6,EC+B+,6.3,0.5,-6.98E+3,1.70E+1
62,78,140Sm,0,14.78,m,0.08,ε+β+,100,,-8.47E+3,5.00E+1
62,79,141Sm,0,10.4,m,0.5,ε+β+,100,,-6.00E+3,1.42E+1
62,79,141Sm,0.1759,22.6,m,0.2,IT,0.31,0.03,-6.00E+3,1.42E+1
62,79,141Sm,0.1759,22.6,m,0.2,EC+B+,99.69,0.03,-6.00E+3,1.42E+1
62,70,132Sm,0,4,s,0.3,ε+β+,100,,-1.29E+4,5.00E+2
62,70,132Sm,0,4,s,0.3,εp,,,-1.29E+4,5.00E+2
62,71,133Sm,0,2.9,s,0.2,εp,,,-9.99E+3,4.22E+2
62,71,133Sm,0,2.9,s,0.2,ε+β+,100,,-9.99E+3,4.22E+2
62,71,133Sm,0+X,3.4,s,0.5,EC+B+,,,-9.99E+3,4.22E+2
62,71,133Sm,0+X,3.4,s,0.5,IT,,,-9.99E+3,4.22E+2
62,71,133Sm,0+X,3.4,s,0.5,ECp,,,-9.99E+3,4.22E+2
62,72,134Sm,0,9.5,s,0.7,ε+β+,100,,-1.15E+4,3.58E+2
62,73,135Sm,0,10.3,s,0.5,εp,0.02,0.01,-8.70E+3,2.49E+2
62,73,135Sm,0,10.3,s,0.5,ε+β+,100,,-8.70E+3,2.49E+2
62,74,136Sm,0,45,s,2,ε+β+,100,,-1.05E+4,1.96E+2
62,75,137Sm,0,45,s,4,ε+β+,100,,-7.84E+3,2.89E+1
62,76,138Sm,0,3.1,m,0.2,ε+β+,100,,-9.74E+3,3.03E+1
62,89,151Sm,0,94.6,y,0.6,β⁻,100,,7.66E+1,5.37E-1
62,80,142Sm,0,72.48,m,0.04,ε+β+,100,,-7.67E+3,3.00E+1
62,81,143Sm,0,8.83,m,0.01,ε+β+,100,,-5.27E+3,1.13E+1
62,81,143Sm,0.75399,66,s,1,IT,99.76,0.05,-5.27E+3,1.13E+1
62,81,143Sm,0.75399,66,s,1,EC+B+,0.24,0.05,-5.27E+3,1.13E+1
62,83,145Sm,0,340,d,3,ε,100,,-2.65E+3,2.72
62,84,146Sm,0,6.80e+07,y,7.00e+06,ɑ,100,,-3.87E+3,5.86
62,85,147Sm,0,1.07e+11,y,6.55e+08,ɑ,100,,-1.72E+3,2.28
62,86,148Sm,0,6.84e+15,y,9.73e+14-9.88e+14,ɑ,100,,-3.03E+3,9.96
62,102,164Sm,0,1.42,s,0.06,β⁻,100,,5.30E+3,4.59
62,102,164Sm,0,1.42,s,0.06,β⁻n,0.7,,5.30E+3,4.59
62,101,163Sm,0,1.67,s,+0.18-0.19,β⁻,100,,5.97E+3,7.41
62,101,163Sm,0,1.67,s,+0.18-0.19,β⁻n,0.1,,5.97E+3,7.41
62,100,162Sm,0,3.09,s,0.27,β⁻,100,,4.34E+3,3.76
62,106,168Sm,0,0.353,s,+0.21-0.164,β⁻,100,,7.61E+3,5.00E+2
62,106,168Sm,0,0.353,s,+0.21-0.164,β⁻n,21,,7.61E+3,5.00E+2
62,105,167Sm,0,334,ms,+83-78,β⁻,100,,8.44E+3,6.40E+2
62,105,167Sm,0,334,ms,+83-78,β⁻n,16,,8.44E+3,6.40E+2
62,104,166Sm,0,399,ms,+56-62,β⁻,100,,6.29E+3,4.12E+2
62,104,166Sm,0,399,ms,+56-62,β⁻n,4.4,1.4,6.29E+3,4.12E+2
62,103,165Sm,0,614,ms,+89-91,β⁻,100,,7.21E+3,4.00E+2
62,103,165Sm,0,614,ms,+89-91,β⁻n,1.36,0.4,7.21E+3,4.00E+2
62,99,161Sm,0,4.63,s,0.29,β⁻,100,,5.11E+3,1.24E+1
62,91,153Sm,0,46.283,h,0.002,β⁻,100,,8.07E+2,7.06E-1
62,93,155Sm,0,22.182,m,0.054,β⁻,100,,1.62E+3,1.20
62,94,156Sm,0,9.4,h,0.2,β⁻,100,,7.22E+2,7.90
62,95,157Sm,0,8.04,m,0.06,β⁻,100,,2.78E+3,6.11
62,96,158Sm,0,5.32,m,0.05,β⁻,100,,2.01E+3,5.11
62,97,159Sm,0,11.37,s,0.15,β⁻,100,,3.83E+3,7.32
62,98,160Sm,0,9.6,s,0.3,β⁻,100,,3.26E+3,2.15
63,107,170Eu,0,197,ms,+74-71,β⁻,100,,9.98E+3,7.07E+2
63,107,170Eu,0,197,ms,+74-71,β⁻n,24,,9.98E+3,7.07E+2
63,106,169Eu,0,389,ms,90,β⁻,100,,8.23E+3,6.40E+2
63,106,169Eu,0,389,ms,90,β⁻n,14.6,,8.23E+3,6.40E+2
63,101,164Eu,0,4.08,s,0.16,β⁻,100,,6.46E+3,2.29
63,100,163Eu,0,7.7,s,0.4,β⁻,100,,4.81E+3,1.20
63,103,166Eu,0,1.29,s,+0.07-0.08,β⁻,100,,7.62E+3,1.00E+2
63,103,166Eu,0,1.29,s,+0.07-0.08,β⁻n,0.63,0.17,7.62E+3,1.00E+2
63,102,165Eu,0,2.25,s,0.14,β⁻,100,,5.79E+3,5.37
63,102,165Eu,0,2.25,s,0.14,β⁻n,0.4,,5.79E+3,5.37
63,105,168Eu,0,440,ms,48,β⁻,100,,8.89E+3,5.00E+2
63,105,168Eu,0,440,ms,48,β⁻n,3.95,0.83,8.89E+3,5.00E+2
63,104,167Eu,0,862,ms,+75-59,β⁻,100,,7.00E+3,4.00E+2
63,104,167Eu,0,862,ms,+75-59,β⁻n,1.95,0.38,7.00E+3,4.00E+2
63,67,130Eu,0,0.9,ms,+0.49-0.29,p,100,,,
63,68,131Eu,0,17.8,ms,1.9,p,,,,
63,68,131Eu,0,17.8,ms,1.9,ε+β+,,,,
63,69,132Eu,0,,,,p,,,,
63,69,132Eu,0,,,,ε+β+,,,,
63,69,132Eu,0,,,,εp,,,,
63,78,141Eu,0,40.7,s,0.7,ε+β+,100,,-6.70E+3,2.34E+1
63,78,141Eu,0.09645000000000001,3,s,0.3,IT,87,,-6.70E+3,2.34E+1
63,78,141Eu,0.09645000000000001,3,s,0.3,EC+B+,13,,-6.70E+3,2.34E+1
63,79,142Eu,0,2.36,s,0.1,ε+β+,100,,-4.34E+3,4.10E+1
